-8.240343347639488, -0.9012915129151287
-6.72961373390558, -0.8193726937269368
-6.180257510729618, -0.7511070110701104
-5.905579399141629, -0.6896678966789667
-4.806866952789704, -0.5872693726937266
-3.9828326180257463, -0.4643911439114392
-3.0214592274678154, -0.34151291512915094
-2.1974248927038644, -0.2527675276752763
-1.6480686695279019, -0.1845018450184499
-0.961373390557938, -0.11623616236162349
0, -0.02066420664206614
0.8240343347639509, 0.08173431734317393
1.785407725321889, 0.18413284132841357
2.746781115879827, 0.30018450184501866
3.9828326180257534, 0.395756457564576
4.806866952789697, 0.4981549815498161
6.042918454935624, 0.6278597785977862
6.866952789699575, 0.737084870848709
7.828326180257513, 0.8190036900369009
8.927038626609445, 0.9145756457564582
10.712446351931334, 0.8394833948339486
12.08583690987124, 0.8121771217712181
13.047210300429185, 0.7712177121771222
14.008583690987123, 0.7166051660516608
